timestamp,btc_oi,total_oi
2025-01-18 14:10:31.232513,89819.866,89819.866
2025-01-18 14:11:32.730514,89819.866,89819.866
2025-01-18 14:16:32.866730,90065.287,90065.287
2025-01-18 14:17:37.952962,90065.287,90065.287
2025-01-18 14:22:17.719009,90010.626,90010.626
2025-01-18 14:24:11.997535,90010.626,90010.626
2025-01-18 14:29:12.142003,90063.392,90063.392
2025-01-18 14:34:14.263265,90148.236,90148.236
2025-01-18 14:39:16.275988,90107.575,90107.575
